"module name","license","repository"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.1.0","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.2.1","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.16.6","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"btoa@1.2.1","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/btoa.js"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof-polyfill@1.0.2","MIT","https://github.com/sarosia/buffer-indexof-polyfill"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-writer@2.0.0","MIT","https://github.com/brianc/node-buffer-writer"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"buffers@0.1.1","Custom: http://github.com/substack/node-bufferlist","https://github.com/substack/node-buffers"
"builtin-modules@3.2.0","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bull-repl@0.27.2","MIT","https://github.com/darky/bull-repl"
"bull@4.8.1","MIT","https://github.com/OptimalBits/bull"
"busboy@0.3.1","MIT","https://github.com/mscdex/busboy"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"cacache@12.0.4","ISC","https://github.com/npm/cacache"
"cacache@15.3.0","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"cacheable-request@2.1.4","MIT","https://github.com/lukechilds/cacheable-request"
"cacheable-request@6.1.0","MIT","https://github.com/lukechilds/cacheable-request"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"caller-callsite@2.0.0","MIT","https://github.com/sindresorhus/caller-callsite"
"caller-path@2.0.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@1.2.2","MIT","https://github.com/blakeembrey/camel-case"
"camel-case@4.1.2","MIT","https://github.com/blakeembrey/change-case"
"camelcase-keys@6.2.2","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@5.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.2.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@3.0.0","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-lite@1.0.30001252","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"canvas-fit@1.5.0","MIT","https://github.com/hughsk/canvas-fit"
"canvas@2.8.0","MIT","https://github.com/Automattic/node-canvas"
"capture-exit@2.0.0","ISC","https://github.com/stefanpenner/capture-exit"
"case-sensitive-paths-webpack-plugin@2.3.0","MIT","https://github.com/Urthen/case-sensitive-paths-webpack-plugin"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"caw@2.0.1","MIT","https://github.com/kevva/caw"
"cdt2d@1.0.0","MIT","https://github.com/mikolalysenko/cdt2d"
"cell-orientation@1.0.1","MIT","https://github.com/mikolalysenko/cell-orientation"
"chai-nightwatch@0.4.1","MIT","https://github.com/beatfactor/chai"
"chainsaw@0.1.0","MIT*","https://github.com/substack/node-chainsaw"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.3.1","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.1","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"change-case@2.3.1","MIT","https://github.com/blakeembrey/change-case"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"check-types@11.1.2","MIT","git+https://gitlab.com/philbooth/check-types.js"
"check-types@7.3.0","MIT","https://github.com/philbooth/check-types.js"
"cheerio-select@1.5.0","BSD-2-Clause","https://github.com/cheeriojs/cheerio-select"
"cheerio@1.0.0-rc.10","MIT","https://github.com/cheeriojs/cheerio"
"child-process-promise@2.2.1","MIT","https://github.com/patrick-steele-idem/child-process-promise"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.5.2","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.5.3","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"chownr@2.0.0","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.3","MIT","https://github.com/samccone/chrome-trace-event"
"chromedriver@94.0.0","Apache-2.0","https://github.com/giggio/node-chromedriver"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circumcenter@1.0.0","MIT","https://github.com/mikolalysenko/circumcenter"
"circumradius@1.0.0","MIT","https://github.com/mikolalysenko/circumradius"
"cjs-module-lexer@0.6.0","MIT","https://github.com/guybedford/cjs-module-lexer"
"clamp@1.0.1","MIT","https://github.com/hughsk/clamp"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.3.1","MIT","https://github.com/JedWatson/classnames"
"clean-css@4.2.3","MIT","https://github.com/jakubpawlowicz/clean-css"
"clean-pslg@1.1.2","MIT","https://github.com/mikolalysenko/clean-pslg"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cli-boxes@2.2.1","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-color@1.4.0","ISC","https://github.com/medikoo/cli-color"
"cli-color@2.0.1","ISC","https://github.com/medikoo/cli-color"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.6.0","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-spinners@2.6.1","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cli-width@3.0.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"clone-deep@4.0.1","MIT","https://github.com/jonschlinkert/clone-deep"
"clone-response@1.0.2","MIT","https://github.com/lukechilds/clone-response"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"clone@2.1.2","MIT","https://github.com/pvorb/node-clone"
"clsx@1.1.1","MIT","https://github.com/lukeed/clsx"
"cluster-key-slot@1.1.0","Apache*","https://github.com/Salakar/cluster-key-slot"
"co@4.6.0","MIT","https://github.com/tj/co"
"coa@2.0.2","MIT","https://github.com/veged/coa"
"collect-v8-coverage@1.0.1","MIT","https://github.com/SimenB/collect-v8-coverage"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-alpha@1.0.4","MIT","https://github.com/colorjs/color-alpha"
"color-alpha@1.1.3","MIT","https://github.com/colorjs/color-alpha"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-id@1.1.0","MIT","https://github.com/colorjs/color-id"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-normalize@1.5.0","MIT","https://github.com/colorjs/color-normalize"
"color-normalize@1.5.2","MIT","https://github.com/colorjs/color-normalize"
"color-parse@1.3.8","MIT","https://github.com/colorjs/color-parse"
"color-parse@1.4.2","MIT","https://github.com/colorjs/color-parse"
"color-rgba@2.1.1","MIT","https://github.com/colorjs/color-rgba"
"color-rgba@2.2.3","MIT","https://github.com/colorjs/color-rgba"
"color-space@1.16.0","MIT","https://github.com/colorjs/color-space"
"color-string@1.6.0","MIT","https://github.com/Qix-/color-string"
"color-support@1.1.3","ISC","https://github.com/isaacs/color-support"
"color@3.0.0","MIT","https://github.com/Qix-/color"
"color@3.2.1","MIT","https://github.com/Qix-/color"
"colorette@1.3.0","MIT","https://github.com/jorgebucaran/colorette"
"colormap@2.3.2","MIT","https://github.com/bpostlethwaite/colormap"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"colorspace@1.1.2","MIT","https://github.com/3rd-Eden/colorspace"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"common-tags@1.8.0","MIT","https://github.com/declandewet/common-tags"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compare-angle@1.0.1","MIT","https://github.com/mikolalysenko/compare-angle"
"compare-cell@1.0.0","MIT","https://github.com/mikolalysenko/compare-cells"
"compare-func@2.0.0","MIT","https://github.com/stevemao/compare-func"
"compare-oriented-cell@1.0.1","MIT","https://github.com/mikolalysenko/compare-oriented-cell"
"compare-pdf@1.1.6","MIT*","https://github.com/marcdacz/compare-pdf"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"compose-function@3.0.3","MIT","https://github.com/stoeffel/compose-function"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"compute-dims@1.1.0","MIT","https://github.com/compute-io/dims"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"concat-stream@2.0.0","MIT","https://github.com/maxogden/concat-stream"
"concurrently@6.3.0","MIT","https://github.com/open-cli-tools/concurrently"
"config-chain@1.1.13","MIT","https://github.com/dominictarr/config-chain"
"configstore@5.0.1","BSD-2-Clause","https://github.com/yeoman/configstore"
"confusing-browser-globals@1.0.10","MIT","https://github.com/facebook/create-react-app"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"connected-react-router@6.9.1","MIT","https://github.com/supasate/connected-react-router"
"console-browserify@1.2.0","MIT","https://github.com/browserify/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"const-max-uint32@1.0.2","MIT","https://github.com/const-io/max-uint32"
"const-pinf-float64@1.0.0","MIT","https://github.com/const-io/pinf-float64"
"constant-case@1.1.2","MIT","https://github.com/blakeembrey/constant-case"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-disposition@0.5.4","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"conventional-changelog-angular@5.0.13","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-atom@2.0.8","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-codemirror@2.0.8","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-config-spec@2.1.0","MIT","https://github.com/conventional-changelog/conventional-changelog-config-spec"
"conventional-changelog-conventionalcommits@4.6.1","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-core@4.2.4","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-ember@2.0.9","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-eslint@3.0.9","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-express@2.0.6","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-jquery@3.0.11","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-jshint@2.0.9","ISC","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-preset-loader@2.3.4","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog-writer@5.0.0","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-changelog@3.1.24","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-commits-filter@2.0.7","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-commits-parser@3.2.3","MIT","https://github.com/conventional-changelog/conventional-changelog"
"conventional-recommended-bump@6.1.0","MIT","https://github.com/conventional-changelog/conventional-changelog"
"convert-source-map@0.3.5","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@1.8.0","MIT","https://github.com/thlorenz/convert-source-map"
"convex-hull@1.0.3","MIT","https://github.com/mikolalysenko/convex-hull"
"cookie-parser@1.4.5","MIT","https://github.com/expressjs/cookie-parser"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"cookie@0.4.2","MIT","https://github.com/jshttp/cookie"
"cookiejar@2.1.2","MIT","https://github.com/bmeck/node-cookiejar"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-js-compat@3.17.0","MIT","https://github.com/zloirock/core-js"
"core-js-compat@3.22.0","MIT","https://github.com/zloirock/core-js"
"core-js-pure@3.17.0","MIT","https://github.com/zloirock/core-js"
"core-js@2.6.12","MIT","https://github.com/zloirock/core-js"
"core-js@3.17.0","MIT","https://github.com/zloirock/core-js"
"core-js@3.22.0","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cors@2.8.5","MIT","https://github.com/expressjs/cors"
"cosmiconfig@5.2.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@6.0.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cosmiconfig@7.0.1","MIT","https://github.com/davidtheclark/cosmiconfig"
"country-regex@1.1.0","MIT","https://github.com/etpinard/country-regex"
"create-ecdh@4.0.4","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"create-react-class@15.7.0","MIT","https://github.com/facebook/react"
"cron-parser@4.3.0","MIT","https://github.com/harrisiirak/cron-parser"
"cross-spawn@4.0.2","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"crypto-js@4.1.1","MIT","https://github.com/brix/crypto-js"
"crypto-random-string@1.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"crypto-random-string@2.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"css-blank-pseudo@0.1.4","CC0-1.0","https://github.com/csstools/css-blank-pseudo"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names"
"css-declaration-sorter@4.0.1","MIT","https://github.com/Siilwyn/css-declaration-sorter"
"css-font-size-keywords@1.0.0","MIT","https://github.com/jedmao/css-font-size-keywords"
"css-font-stretch-keywords@1.0.1","MIT","https://github.com/jedmao/css-font-stretch-keywords"
"css-font-style-keywords@1.0.1","MIT","https://github.com/jedmao/css-font-style-keywords"
"css-font-weight-keywords@1.0.0","MIT","https://github.com/jedmao/css-font-weight-keywords"
"css-font@1.2.0","MIT","https://github.com/dy/css-font"
"css-global-keywords@1.0.1","MIT","https://github.com/jedmao/css-global-keywords"
"css-has-pseudo@0.10.0","CC0-1.0","https://github.com/csstools/css-has-pseudo"
"css-loader@4.3.0","MIT","https://github.com/webpack-contrib/css-loader"
"css-mediaquery@0.1.2","BSD*","https://github.com/ericf/css-mediaquery"
"css-prefers-color-scheme@3.1.1","CC0-1.0","https://github.com/csstools/css-prefers-color-scheme"
"css-select-base-adapter@0.1.1","MIT","https://github.com/nrkn/css-select-base-adapter"
"css-select@2.1.0","BSD-2-Clause","https://github.com/fb55/css-select"
"css-select@4.1.3","BSD-2-Clause","https://github.com/fb55/css-select"
"css-system-font-keywords@1.0.0","MIT","https://github.com/jedmao/css-system-font-keywords"
"css-tree@1.0.0-alpha.37","MIT","https://github.com/csstree/csstree"
"css-tree@1.1.3","MIT","https://github.com/csstree/csstree"
"css-vendor@2.0.8","MIT","https://github.com/cssinjs/css-vendor"
"css-what@6.1.0","BSD-2-Clause","https://github.com/fb55/css-what"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"css@2.2.4","MIT","https://github.com/reworkcss/css"
"css@3.0.0","MIT","https://github.com/reworkcss/css"
"csscolorparser@1.0.3","MIT","https://github.com/deanm/css-color-parser-js"
"cssdb@4.4.0","CC0-1.0","https://github.com/csstools/cssdb"
"cssesc@2.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano-preset-default@4.0.8","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-get-arguments@4.0.0","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-get-match@4.0.0","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-raw-cache@4.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano-util-same-parent@4.0.1","MIT","https://github.com/cssnano/cssnano"
"cssnano@4.1.11","MIT","https://github.com/cssnano/cssnano"
"csso@4.2.0","MIT","https://github.com/css/csso"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssom@0.4.4","MIT","https://github.com/NV/CSSOM"
"cssstyle@2.3.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@2.6.17","MIT","https://github.com/frenic/csstype"
"csstype@3.0.8","MIT","https://github.com/frenic/csstype"
"csv-parse@4.16.0","MIT","https://github.com/wdavidw/node-csv-parse"
"csv-stringify@5.6.2","MIT","https://github.com/adaltas/node-csv-stringify"
"cubic-hermite@1.0.0","MIT","https://github.com/mikolalysenko/cubic-hermite"
"cwise-compiler@1.1.3","MIT","https://github.com/scijs/cwise-compiler"
"cyclist@1.0.1","MIT","https://github.com/mafintosh/cyclist"
"d3-array@1.2.4","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-array@3.1.1","ISC","https://github.com/d3/d3-array"
"d3-axis@3.0.0","ISC","https://github.com/d3/d3-axis"
"d3-brush@3.0.0","ISC","https://github.com/d3/d3-brush"
"d3-chord@3.0.1","ISC","https://github.com/d3/d3-chord"
"d3-collection@1.0.7","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.4.1","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-color@3.0.1","ISC","https://github.com/d3/d3-color"
"d3-contour@3.0.1","ISC","https://github.com/d3/d3-contour"
"d3-delaunay@6.0.2","ISC","https://github.com/d3/d3-delaunay"
"d3-dispatch@1.0.6","BSD-3-Clause","https://github.com/d3/d3-dispatch"
"d3-dispatch@3.0.1","ISC","https://github.com/d3/d3-dispatch"
"d3-drag@3.0.0","ISC","https://github.com/d3/d3-drag"
"d3-dsv@3.0.1","ISC","https://github.com/d3/d3-dsv"
"d3-ease@3.0.1","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-fetch@3.0.1","ISC","https://github.com/d3/d3-fetch"
"d3-force@1.2.1","BSD-3-Clause","https://github.com/d3/d3-force"
"d3-force@3.0.0","ISC","https://github.com/d3/d3-force"
"d3-format@1.4.5","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-format@3.1.0","ISC","https://github.com/d3/d3-format"
"d3-geo-projection@2.9.0","BSD-3-Clause","https://github.com/d3/d3-geo-projection"
"d3-geo@1.12.1","BSD-3-Clause","https://github.com/d3/d3-geo"
"d3-geo@3.0.1","ISC","https://github.com/d3/d3-geo"
"d3-hierarchy@1.1.9","BSD-3-Clause","https://github.com/d3/d3-hierarchy"
"d3-hierarchy@3.1.1","ISC","https://github.com/d3/d3-hierarchy"
"d3-interpolate@1.4.0","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-interpolate@3.0.1","ISC","https://github.com/d3/d3-interpolate"
"d3-path@1.0.9","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-path@3.0.1","ISC","https://github.com/d3/d3-path"
"d3-polygon@3.0.1","ISC","https://github.com/d3/d3-polygon"
"d3-quadtree@1.0.7","BSD-3-Clause","https://github.com/d3/d3-quadtree"
"d3-quadtree@3.0.1","ISC","https://github.com/d3/d3-quadtree"
"d3-random@3.0.1","ISC","https://github.com/d3/d3-random"
"d3-scale-chromatic@3.0.0","ISC","https://github.com/d3/d3-scale-chromatic"
"d3-scale@4.0.2","ISC","https://github.com/d3/d3-scale"
"d3-selection@3.0.0","ISC","https://github.com/d3/d3-selection"
"d3-shape@1.3.7","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-shape@3.1.0","ISC","https://github.com/d3/d3-shape"
"d3-time-format@2.3.0","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time-format@4.1.0","ISC","https://github.com/d3/d3-time-format"
"d3-time@1.1.0","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-time@3.0.0","ISC","https://github.com/d3/d3-time"
"d3-timer@1.0.10","BSD-3-Clause","https://github.com/d3/d3-timer"
"d3-timer@3.0.1","ISC","https://github.com/d3/d3-timer"
"d3-transition@3.0.1","ISC","https://github.com/d3/d3-transition"
"d3-zoom@3.0.0","ISC","https://github.com/d3/d3-zoom"
"d3@7.3.0","ISC","https://github.com/d3/d3"
"d@1.0.1","ISC","https://github.com/medikoo/d"
"damerau-levenshtein@1.0.7","BSD-2-Clause","https://github.com/tad-lispy/node-damerau-levenshtein"
"dargs@7.0.0","MIT","https://github.com/sindresorhus/dargs"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-uri-to-buffer@3.0.1","MIT","https://github.com/TooTallNate/node-data-uri-to-buffer"
"data-urls@2.0.0","MIT","https://github.com/jsdom/data-urls"
"date-fns@2.25.0","MIT","https://github.com/date-fns/date-fns"
"dateformat@3.0.3","MIT","https://github.com/felixge/node-dateformat"
"dateformat@4.6.3","MIT","https://github.com/felixge/node-dateformat"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.6","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.1","MIT","https://github.com/visionmedia/debug"
"debug@4.3.2","MIT","https://github.com/visionmedia/debug"
"debug@4.3.3","MIT","https://github.com/debug-js/debug"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"debuglog@1.0.1","MIT","https://github.com/sam-github/node-debuglog"
"decamelize-keys@1.1.0","MIT","https://github.com/dsblv/decamelize-keys"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decimal.js@10.3.1","MIT","https://github.com/MikeMcl/decimal.js"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"decompress-response@3.3.0","MIT","https://github.com/sindresorhus/decompress-response"
"decompress-response@6.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"decompress-tar@4.1.1","MIT","https://github.com/kevva/decompress-tar"
"decompress-tarbz2@4.1.1","MIT","https://github.com/kevva/decompress-tarbz2"
"decompress-targz@4.1.1","MIT","https://github.com/kevva/decompress-targz"
"decompress-unzip@4.0.1","MIT","https://github.com/kevva/decompress-unzip"
"decompress@4.2.1","MIT","https://github.com/kevva/decompress"
"dedent@0.7.0","MIT","https://github.com/dmnd/dedent"
"deep-eql@0.1.3","MIT","https://github.com/chaijs/deep-eql"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@3.3.0","MIT","https://github.com/TehShrike/deepmerge"
"deepmerge@4.2.2","MIT","https://github.com/TehShrike/deepmerge"
"default-gateway@4.2.0","BSD-2-Clause","https://github.com/silverwind/default-gateway"
"defaults@1.0.3","MIT","https://github.com/tmpvar/defaults"
"defer-to-connect@1.1.3","MIT","https://github.com/szmarczak/defer-to-connect"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"defined@1.0.0","MIT","https://github.com/substack/defined"
"degenerator@3.0.1","MIT","https://github.com/TooTallNate/node-degenerator"
"del@4.1.1","MIT","https://github.com/sindresorhus/del"
"del@6.0.0","MIT","https://github.com/sindresorhus/del"
"delaunator@5.0.0","ISC","https://github.com/mapbox/delaunator"
"delaunay-triangulate@1.1.6","MIT","https://github.com/mikolalysenko/delaunay-triangulate"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"denque@1.5.1","Apache-2.0","https://github.com/invertase/denque"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"des.js@1.0.1","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"detect-indent@6.1.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-kerning@2.1.2","MIT","https://github.com/dy/detect-kerning"
"detect-libc@1.0.3","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"detect-node@2.1.0","MIT","https://github.com/iliakan/detect-node"
"detect-port-alt@1.1.6","MIT","https://github.com/node-modules/detect-port"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"diacritic@0.0.2","MIT","https://github.com/Nijikokun/Diacritics.js"
"dicer@0.3.0","MIT","https://github.com/mscdex/dicer"
"didyoumean@1.2.2","Apache-2.0","https://github.com/dcporter/didyoumean.js"
"diff-sequences@24.9.0","MIT","https://github.com/facebook/jest"
"diff-sequences@26.6.2","MIT","https://github.com/facebook/jest"
"diff-sequences@27.0.6","MIT","https://github.com/facebook/jest"
"diff@3.5.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"discontinuous-range@1.0.0","MIT","https://github.com/dtudury/discontinuous-range"
